Вектор Мощи|Скорость перехода через портал|Приток Силы Потока|Ритм магического ядра|Поток Энергий|Сила Левого Потока|Сила Правого Потока|Пламя Стихий|Температура вдоха Истока|Температура выдоха Истока|Приток давления Выдоха Истока|Давление вдоха Истока|Давление выдоха Истока|Древний Ветер|Печать Чародея|Эмульсия Истока|Дыхание Истока|Гармония Бессмертия|Тип Вектора Мощи|Номер пометки
7.148|10.80324|38995.283|280.4475676315932|9126.505|332.282|332.282|804.032|736|-|2.974|Не определено|15.381|-|42.519|0.842|0.988|1.0|Сильный|9123
8.206|12.34656|50993.036|323.31815986149985|9306.693|437.969|437.969|900.724|736|-|3.584|Не определено|18.249|-|58.529|1.159|0.988|1.0|Сильный|9124
9.3|13.88988|72777.347|372.8451586058328|9755.822|645.063|645.063|1051.14|736|-|4.516|Не определено|22.386|-|86.975|1.722|0.988|1.0|Сильный|9125
1.138|1.54332|2543.906|142.45279616339607|6606.05|8.11|8.11|524.698|736|555.278|1.185|Не определено|6.456|1.019|11.821|0.161|0.989|0.975|Слабый|9126
2.088|3.08664|4087.141|145.64214102532043|6752.14|30.807|30.807|531.948|736|562.574|1.249|1.394603|6.786|1.02|0.0|0.162|0.989|0.975|Слабый|9127
3.144|4.6299600000000005|8374.37|145.21739769855506|7024.39|60.3|60.3|588.186|736|-|1.393|Не определено|7.592|-|12.429|0.246|0.989|0.975|Ниже среднего|9128
4.161|6.17328|14718.095|162.04785202163166|7704.973|113.722|113.722|643.502|736|-|1.665|1.394603|9.044|-|17.397|0.344|0.989|0.975|Ниже среднего|9129
5.14|-|21623.779|201.5127483755369|8457.831|175.211|175.211|710.844|736|636.002|2.091|Не определено|11.256|1.026|25.442|0.504|0.989|0.975|Выше среднего|9130
6.175|9.25992|29760.87|241.57182461999108|8786.11|245.966|245.966|779.937|736|666.91|2.516|Не определено|13.426|1.03|34.745|0.688|0.989|0.975|Выше среднего|9131
7.148|10.80324|39010.216|280.4379334141221|9113.478|332.427|332.427|828.592|736|-|2.99|Не определено|15.809|-|44.499|0.881|0.989|0.975|Сильный|9132
8.206|12.34656|50984.292|323.2830787435348|9295.43|437.999|437.999|926.202|736|-|3.604|Не определено|18.764|-|60.921|1.206|0.989|0.975|Сильный|9133
9.3|13.88988|72755.82|372.8397131785665|9732.545|644.793|644.793|1071.745|736|-|4.546|Не определено|23.067|-|89.522|1.772|0.989|0.975|Сильный|9134
1.138|1.54332|2469.852|142.30524602843246|6607.442|8.026|8.026|522.12|736|554.728|1.182|Не определено|6.433|1.019|12.489|0.159|0.989|0.976|Слабый|9135
2.088|3.08664|4238.156|145.7714699228932|6755.393|31.047|31.047|535.616|736|-|1.255|1.394603|6.811|-|0.0|0.167|0.989|0.976|Слабый|9136
3.144|4.6299600000000005|8374.499|145.21813073684092|7026.909|60.303|60.303|587.379|736|-|1.393|Не определено|7.585|-|12.396|0.245|0.989|0.976|Ниже среднего|9137
4.161|6.17328|14718.034|162.0479567413868|7706.89|113.739|113.739|642.615|736|605.207|1.665|Не определено|9.035|1.023|17.354|0.344|0.989|0.976|Ниже среднего|9138
5.14|7.7166|21624.186|201.51285309529203|8458.726|175.232|175.232|709.866|736|-|2.091|Не определено|11.245|-|25.386|0.503|0.989|0.976|Выше среднего|9139
6.175|-|29761.008|241.57203405950128|8787.123|246.018|246.018|778.813|736|-|2.516|Не определено|13.412|-|34.671|0.686|0.989|0.976|Выше среднего|9140
7.148|10.80324|39009.592|280.4385617326528|9113.984|332.442|332.442|827.551|736|-|2.989|Не определено|15.791|-|44.417|0.879|0.989|0.976|Сильный|9141
8.206|12.34656|50986.706|323.29030440663803|9295.903|437.884|437.884|925.124|736|-|3.603|Не определено|18.744|-|60.823|1.204|0.989|0.976|Сильный|9142
9.3|13.88988|72756.939|372.8399226180767|9733.498|644.922|644.922|1070.847|736|-|4.545|Не определено|23.039|-|89.415|1.77|0.989|0.976|Сильный|9143
1.138|1.54332|3391.344|141.5390115802219|6606.12|7.615|7.615|553.484|736|-|1.213|Не определено|6.609|-|17.302|0.199|0.989|0.977|Слабый|9144
2.088|3.08664|4535.721|145.95200678071947|6759.025|31.376|31.376|542.95|736|-|1.265|Не определено|6.869|-|0.0|0.176|0.989|0.977|Слабый|9145
3.144|-|8374.633|145.21823545659603|7029.42|60.298|60.298|586.574|736|578.825|1.393|Не определено|7.577|1.02|12.362|0.245|0.989|0.977|Ниже среднего|9146
4.161|-|14718.102|162.0479567413868|7708.821|113.737|113.737|641.731|736|-|1.665|1.394603|9.026|-|17.311|0.343|0.989|0.977|Ниже среднего|9147
5.14|7.7166|21624.224|201.51306253480223|8459.611|175.213|175.213|708.889|736|-|2.09|Не определено|11.233|-|25.329|0.501|0.989|0.977|Выше среднего|9148
6.175|9.25992|29761.161|241.57203405950128|8788.136|246.018|246.018|777.693|736|-|2.515|Не определено|13.398|-|34.597|0.685|0.989|0.977|Выше среднего|9149
7.148|10.80324|39008.878|280.4390853314284|9114.488|332.412|332.412|826.512|736|-|2.989|Не определено|15.774|-|44.334|0.878|0.989|0.977|Сильный|9150
8.206|12.34656|50988.51|323.29595927341444|9296.364|438.04|438.04|924.048|736|729.182|3.603|1.394603|18.723|1.042|60.725|1.202|0.989|0.977|Сильный|9151
9.3|13.88988|72757.803|372.8407603761177|9734.443|644.963|644.963|1069.952|736|-|4.544|Не определено|23.012|-|89.307|1.768|0.989|0.977|Сильный|9152
1.138|1.54332|4431.485|144.44435646626178|6627.914|9.21|9.21|573.465|736|563.331|1.253|1.394603|6.816|1.019|5.762|0.215|0.989|0.978|Слабый|9153
2.088|3.08664|4685.478|146.01578111158736|6761.786|31.498|31.498|546.492|736|-|1.27|Не определено|6.893|-|0.0|0.18|0.989|0.978|Слабый|9154
3.144|-|8374.734|145.21834017635112|7031.931|60.302|60.302|585.77|736|578.68|1.393|1.394603|7.57|1.02|12.328|0.244|0.989|0.978|Ниже среднего|9155
4.161|6.17328|14717.846|162.04816618089703|7710.727|113.736|113.736|640.847|736|-|1.665|1.394603|9.017|-|17.268|0.342|0.989|0.978|Ниже среднего|9156
5.14|7.7166|21624.404|201.51316725455732|8460.501|175.203|175.203|707.915|736|-|2.09|Не определено|11.221|-|25.273|0.5|0.989|0.978|Выше среднего|9157
6.175|9.25992|29761.302|241.57224349901156|8789.149|245.958|245.958|776.576|736|-|2.515|Не определено|13.384|-|34.523|0.684|0.989|0.978|Выше среднего|9158
7.148|10.80324|39008.235|280.439608930204|9114.994|332.462|332.462|825.477|736|-|2.988|Не определено|15.756|-|44.251|0.876|0.989|0.978|Сильный|9159
8.206|12.34656|50989.737|323.3006716623949|9296.817|438.042|438.042|922.972|736|729.01|3.602|1.394603|18.702|1.042|60.626|1.2|0.989|0.978|Сильный|9160
9.3|13.88988|72759.281|372.8403414970972|9735.388|645.045|645.045|1069.061|736|-|4.543|Не определено|22.984|-|89.2|1.766|0.989|0.978|Сильный|9161
1.138|1.54332|3712.237|145.35793160992566|6635.344|9.717|9.717|550.59|736|-|1.231|Не определено|6.68|-|4.786|0.188|0.989|0.979|Слабый|9162
2.088|3.08664|5196.152|146.0926454118452|6764.642|31.657|31.657|559.926|736|566.58|1.287|Не определено|6.972|1.02|0.0|0.197|0.989|0.979|Слабый|9163
3.144|-|8374.835|145.21834017635112|7034.443|60.307|60.307|584.968|736|-|1.393|Не определено|7.563|-|12.294|0.243|0.989|0.979|Ниже среднего|9164
4.161|6.17328|14718.294|162.0480614611419|7712.692|113.722|113.722|639.97|736|-|1.665|Не определено|9.008|-|17.226|0.341|0.989|0.979|Ниже среднего|9165
5.14|7.7166|21624.604|201.5133766940676|8461.392|175.229|175.229|706.943|736|-|2.09|Не определено|11.21|-|25.216|0.499|0.989|0.979|Выше среднего|9166
6.175|9.25992|29761.465|241.57203405950128|8790.162|245.953|245.953|775.462|736|666.003|2.514|1.394603|13.37|1.03|34.45|0.682|0.989|0.979|Выше среднего|9167
7.148|10.80324|39007.514|280.4403419684898|9115.498|332.457|332.457|824.444|736|-|2.987|Не определено|15.739|-|44.169|0.875|0.989|0.979|Сильный|9168
8.206|12.34656|50990.63|323.30454629333434|9297.263|437.923|437.923|921.9|736|-|3.601|1.394603|18.682|-|60.527|1.198|0.989|0.979|Сильный|9169
9.3|13.88988|72759.716|372.8411792551382|9736.317|644.733|644.733|1068.169|736|-|4.541|Не определено|22.957|-|89.092|1.764|0.989|0.979|Сильный|9170
1.138|1.54332|3917.099|145.4050554997295|6638.208|9.737|9.737|555.677|736|-|1.238|Не определено|6.714|-|4.537|0.194|0.989|0.98|Слабый|9171
2.088|3.08664|5014.234|146.09254069209007|6767.121|31.65|31.65|554.183|736|-|1.281|Не определено|6.939|-|0.0|0.19|0.989|0.98|Слабый|9172
3.144|4.6299600000000005|8374.948|145.21844489610626|7036.956|60.303|60.303|584.168|736|-|1.393|Не определено|7.555|-|12.261|0.243|0.989|0.98|Ниже среднего|9173
4.161|6.17328|14718.328|162.04816618089703|7714.625|113.742|113.742|639.092|736|-|1.664|Не определено|8.998|-|17.183|0.34|0.989|0.98|Ниже среднего|9174
5.14|7.7166|21624.635|201.51358613357783|8462.278|175.223|175.223|705.973|736|635.092|2.089|Не определено|11.198|1.026|25.16|0.498|0.989|0.98|Выше среднего|9175
6.175|9.25992|29761.533|241.57255765827688|8791.175|246.014|246.014|774.351|736|-|2.514|Не определено|13.357|-|34.377|0.681|0.989|0.98|Выше среднего|9176
7.148|-|39006.898|280.44097028702055|9116.003|332.443|332.443|823.414|736|-|2.987|Не определено|15.722|-|44.087|0.873|0.989|0.98|Сильный|9177
8.206|12.34656|50991.373|323.30779260574303|9297.706|438.063|438.063|920.829|736|-|3.601|1.394603|18.661|-|60.428|1.196|0.989|0.98|Сильный|9178
9.3|13.88988|72760.711|372.84149341440354|9737.246|644.874|644.874|1067.282|736|774.443|4.54|Не определено|22.929|1.051|88.985|1.762|0.989|0.98|Сильный|9179
1.138|1.54332|4522.758|144.9463829723054|6638.219|9.484|9.484|572.702|736|-|1.257|Не определено|6.815|-|4.683|0.214|0.989|0.981|Слабый|9180
2.088|3.08664|5358.502|146.08039320049616|6769.481|31.633|31.633|562.99|736|566.998|1.291|Не определено|6.992|1.02|0.0|0.201|0.989|0.981|Слабый|9181
3.144|4.6299600000000005|8375.025|145.21854961586138|7039.468|60.304|60.304|583.369|736|-|1.392|Не определено|7.548|-|12.227|0.242|0.989|0.981|Ниже среднего|9182
4.161|-|14718.44|162.0482709006521|7716.566|113.743|113.743|638.218|736|604.401|1.664|Не определено|8.989|1.023|17.14|0.339|0.989|0.981|Ниже среднего|9183
5.14|7.7166|21625.029|201.51358613357783|8463.174|175.204|175.204|705.008|736|634.912|2.089|Не определено|11.187|1.026|25.104|0.497|0.989|0.981|Выше среднего|9184
6.175|9.25992|29761.639|241.57234821876668|8792.186|245.952|245.952|773.244|736|-|2.514|1.394603|13.343|-|34.304|0.679|0.989|0.981|Выше среднего|9185
7.148|10.80324|39006.238|280.441389166041|9116.506|332.387|332.387|822.387|736|-|2.986|Не определено|15.705|-|44.005|0.871|0.989|0.981|Сильный|9186
8.206|12.34656|50991.923|323.31072475888635|9298.145|437.946|437.946|919.762|736|-|3.6|Не определено|18.64|-|60.329|1.194|0.989|0.981|Сильный|9187
9.3|13.88988|72761.572|372.8417028539138|9738.168|645.059|645.059|1066.396|736|-|4.539|Не определено|22.902|-|88.878|1.759|0.989|0.981|Сильный|9188
1.138|1.54332|4948.957|144.43566472658682|6637.673|9.197|9.197|584.673|736|-|1.269|Не определено|6.886|-|4.83|0.23|0.989|0.982|Слабый|9189
2.088|3.08664|5385.282|146.07096842253543|6771.864|31.616|31.616|562.896|736|-|1.292|1.394603|6.992|-|0.0|0.202|0.989|0.982|Слабый|9190
3.144|4.6299600000000005|8375.207|145.21854961586138|7041.987|60.312|60.312|582.573|736|-|1.392|1.394603|7.541|-|12.193|0.241|0.989|0.982|Ниже среднего|9191
4.161|6.17328|14718.491|162.04837562040728|7718.505|113.744|113.744|637.344|736|-|1.664|Не определено|8.98|-|17.098|0.338|0.989|0.982|Ниже среднего|9192
5.14|7.7166|21625.27|201.513690853333|8464.067|175.204|175.204|704.044|736|-|2.089|Не определено|11.176|-|25.048|0.496|0.989|0.982|Выше среднего|9193
6.175|9.25992|29761.697|241.57203405950128|8793.196|246.005|246.005|772.14|736|-|2.513|Не определено|13.329|-|34.231|0.678|0.989|0.982|Выше среднего|9194
7.148|10.80324|39005.631|280.44191276481666|9117.01|332.339|332.339|821.362|736|-|2.986|Не определено|15.687|-|43.923|0.87|0.989|0.982|Сильный|9195
8.206|12.34656|50992.407|323.31302859349904|9298.581|438.063|438.063|918.698|736|728.328|3.599|Не определено|18.62|1.042|60.231|1.192|0.989|0.982|Сильный|9196
9.3|13.88988|72762.235|372.8423311724445|9739.083|645.063|645.063|1065.513|736|-|4.538|1.394603|22.874|-|88.771|1.757|0.989|0.982|Сильный|9197
1.138|1.54332|5340.889|142.9376486296001|6631.018|8.364|8.364|599.946|736|-|1.278|Не определено|6.936|-|11.468|0.253|0.989|0.983|Слабый|9198
2.088|3.08664|5832.229|145.91556430593786|6773.325|31.358|31.358|574.654|736|-|1.306|Не определено|7.061|-|0.0|0.217|0.989|0.983|Слабый|9199
3.144|4.6299600000000005|8375.234|145.21865433561652|7044.497|60.312|60.312|581.777|736|577.958|1.392|Не определено|7.533|1.02|12.16|0.241|0.989|0.983|Ниже среднего|9200
4.161|6.17328|14718.693|162.04837562040728|7720.458|113.742|113.742|636.474|736|-|1.664|Не определено|8.971|-|17.056|0.338|0.989|0.983|Ниже среднего|9201
5.14|7.7166|21625.168|201.51410973235343|8464.95|175.209|175.209|703.081|736|-|2.089|Не определено|11.164|-|24.992|0.495|0.989|0.983|Выше среднего|9202
6.175|9.25992|29761.79|241.57130102121545|8794.206|245.989|245.989|771.039|736|-|2.513|Не определено|13.315|-|34.158|0.676|0.989|0.983|Выше среднего|9203
7.148|10.80324|39005.021|280.4424363635922|9117.514|332.41|332.41|820.341|736|686.489|2.985|Не определено|15.67|1.036|43.842|0.868|0.989|0.983|Сильный|9204
8.206|-|50992.826|323.3148088293361|9299.016|437.975|437.975|917.636|736|-|3.598|Не определено|18.599|-|60.132|1.19|0.989|0.983|Сильный|9205
9.3|13.88988|72763.279|372.8423311724445|9739.997|644.71|644.71|1064.634|736|773.963|4.537|Не определено|22.847|1.051|88.665|1.755|0.989|0.983|Сильный|9206
1.138|1.54332|5084.464|141.58121364153513|6624.66|7.622|7.622|596.286|736|564.577|1.266|Не определено|6.874|1.019|17.705|0.253|0.989|0.984|Слабый|9207
2.088|3.08664|5909.904|145.87859823238065|6775.544|31.283|31.283|575.86|736|568.603|1.308|1.394603|7.068|1.02|0.0|0.219|0.989|0.984|Слабый|9208
3.144|4.6299600000000005|8375.404|145.21865433561652|7047.017|60.314|60.314|580.984|736|-|1.392|Не определено|7.526|-|12.126|0.24|0.989|0.984|Ниже среднего|9209
4.161|6.17328|14718.789|162.04837562040728|7722.403|113.721|113.721|635.606|736|-|1.664|1.394603|8.962|-|17.013|0.337|0.989|0.984|Ниже среднего|9210
5.14|7.7166|21625.576|201.51410973235343|8465.848|175.207|175.207|702.123|736|-|2.088|Не определено|11.153|-|24.936|0.494|0.989|0.984|Выше среднего|9211
6.175|9.25992|29761.896|241.57014910390916|8795.215|245.956|245.956|769.941|736|-|2.513|Не определено|13.302|-|34.085|0.675|0.989|0.984|Выше среднего|9212
7.148|-|39004.449|280.44264580310244|9118.018|332.445|332.445|819.322|736|-|2.984|Не определено|15.653|-|43.761|0.866|0.989|0.984|Сильный|9213
8.206|12.34656|50993.083|323.316484345418|9299.447|437.97|437.97|916.578|736|-|3.598|Не определено|18.578|-|60.034|1.188|0.989|0.984|Сильный|9214
9.3|13.88988|72763.622|372.84316893048543|9740.898|645.067|645.067|1063.754|736|-|4.535|1.394603|22.82|-|88.559|1.753|0.989|0.984|Сильный|9215
1.138|-|4421.753|140.51338629857997|6619.671|7.045|7.045|580.345|736|-|1.243|Не определено|6.742|-|21.83|0.237|0.989|0.985|Слабый|9216
2.088|3.08664|6006.999|145.8077029581646|6777.597|31.159|31.159|577.793|736|-|1.311|Не определено|7.076|-|0.0|0.222|0.989|0.985|Слабый|9217
3.144|4.6299600000000005|8375.464|145.21865433561652|7049.531|60.308|60.308|580.192|736|577.67|1.392|Не определено|7.519|1.02|12.093|0.239|0.989|0.985|Ниже среднего|9218
4.161|6.17328|14718.762|162.0484803401624|7724.341|113.747|113.747|634.738|736|-|1.663|Не определено|8.953|-|16.971|0.336|0.989|0.985|Ниже среднего|9219
5.14|7.7166|21625.837|201.51421445210855|8466.742|175.227|175.227|701.167|736|-|2.088|Не определено|11.141|-|24.881|0.493|0.989|0.985|Выше среднего|9220
6.175|9.25992|29761.968|241.5689971866028|8796.223|245.951|245.951|768.846|736|-|2.512|Не определено|13.288|-|34.013|0.673|0.989|0.985|Выше среднего|9221
7.148|10.80324|39003.852|280.44316940187804|9118.521|332.321|332.321|818.307|736|-|2.984|Не определено|15.636|-|43.679|0.865|0.989|0.985|Сильный|9222
8.206|-|50993.306|323.3176362627243|9299.876|438.058|438.058|915.522|736|727.822|3.597|Не определено|18.558|1.042|59.936|1.187|0.989|0.985|Сильный|9223
9.3|-|72764.497|372.84337836999566|9741.8|644.746|644.746|1062.88|736|-|4.534|Не определено|22.793|-|88.453|1.751|0.989|0.985|Сильный|9224
1.138|1.54332|3239.632|139.8487300128355|6616.526|6.682|6.682|547.606|736|-|1.204|Не определено|6.515|-|23.377|0.2|0.989|0.986|Слабый|9225
2.088|3.08664|6218.387|145.64664397479058|6779.053|30.873|30.873|583.144|736|-|1.317|Не определено|7.112|-|0.0|0.23|0.989|0.986|Слабый|9226
3.144|4.6299600000000005|8375.534|145.21875905537163|7052.045|60.314|60.314|579.402|736|577.526|1.392|Не определено|7.511|1.02|12.06|0.239|0.989|0.986|Ниже среднего|9227
4.161|6.17328|14718.868|162.0485850599175|7726.292|113.742|113.742|633.874|736|-|1.663|1.394603|8.944|-|16.929|0.335|0.989|0.986|Ниже среднего|9228
5.14|7.7166|21626.034|201.5144238916188|8467.635|175.226|175.226|700.213|736|-|2.088|Не определено|11.13|-|24.825|0.491|0.989|0.986|Выше среднего|9229
6.175|9.25992|29762.056|241.56742639027604|8797.23|246.018|246.018|767.755|736|-|2.512|Не определено|13.274|-|33.94|0.672|0.989|0.986|Выше среднего|9230
7.148|10.80324|39003.197|280.4435882808985|9119.023|332.373|332.373|817.293|736|-|2.983|Не определено|15.619|-|43.599|0.863|0.989|0.986|Сильный|9231
8.206|12.34656|50993.449|323.3187881800306|9300.304|437.994|437.994|914.47|736|-|3.596|Не определено|18.537|-|59.838|1.185|0.989|0.986|Сильный|9232
9.3|13.88988|72766.161|372.8430642107304|9742.707|644.862|644.862|1062.012|736|-|4.533|1.394603|22.766|-|88.349|1.749|0.989|0.986|Сильный|9233
1.138|1.54332|1976.928|140.14697187541626|6619.046|6.821|6.821|506.693|736|-|1.161|Не определено|6.258|-|19.663|0.15|0.989|0.987|Слабый|9234
2.088|3.08664|6470.044|145.3741631719692|6779.872|30.39|30.39|590.024|736|570.167|1.323|Не определено|7.143|1.02|1.709|0.24|0.989|0.987|Слабый|9235
3.144|4.6299600000000005|8375.662|145.21886377512678|7054.565|60.311|60.311|578.613|736|-|1.392|1.394603|7.504|-|12.026|0.238|0.989|0.987|Ниже среднего|9236
4.161|6.17328|14718.984|162.0485850599175|7728.244|113.749|113.749|633.012|736|-|1.663|Не определено|8.935|-|16.887|0.334|0.989|0.987|Ниже среднего|9237
5.14|7.7166|21626.181|201.51463333112903|8468.527|175.232|175.232|699.26|736|-|2.087|1.394603|11.119|-|24.77|0.49|0.989|0.987|Выше среднего|9238
6.175|9.25992|29762.103|241.56616975321455|8798.237|246.021|246.021|766.667|736|-|2.512|1.394603|13.261|-|33.868|0.671|0.989|0.987|Выше среднего|9239
7.148|10.80324|39002.714|280.44390244016387|9119.526|332.319|332.319|816.283|736|-|2.983|Не определено|15.602|-|43.518|0.862|0.989|0.987|Сильный|9240
8.206|12.34656|50993.594|323.3191023392959|9300.729|437.995|437.995|913.421|736|-|3.595|Не определено|18.517|-|59.74|1.183|0.989|0.987|Сильный|9241
9.3|13.88988|72766.903|372.8432736502406|9743.597|645.098|645.098|1061.142|736|-|4.532|Не определено|22.739|-|88.243|1.747|0.989|0.987|Сильный|9242
1.138|1.54332|1497.602|140.57705590969272|6623.402|7.041|7.041|488.337|736|-|1.143|Не определено|6.151|-|16.339|0.126|0.989|0.988|Слабый|9243
2.088|3.08664|6588.627|145.21676938002437|6781.451|30.11|30.11|592.876|736|-|1.326|Не определено|7.155|-|2.746|0.245|0.989|0.988|Слабый|9244
3.144|4.6299600000000005|8375.735|145.21886377512678|7057.081|60.309|60.309|577.826|736|-|1.392|1.394603|7.497|-|11.993|0.237|0.989|0.988|Ниже среднего|9245
4.161|6.17328|14719.036|162.04868977967263|7730.193|113.741|113.741|632.152|736|-|1.663|Не определено|8.926|-|16.845|0.333|0.989|0.988|Ниже среднего|9246
5.14|7.7166|21626.358|201.51473805088415|8469.419|175.23|175.23|698.311|736|-|2.087|1.394603|11.107|-|24.714|0.489|0.989|0.988|Выше среднего|9247
6.175|9.25992|29762.142|241.5649131161532|8799.245|245.939|245.939|765.581|736|-|2.511|1.394603|13.247|-|33.796|0.669|0.989|0.988|Выше среднего|9248
7.148|10.80324|39002.121|280.4442165994293|9120.028|332.385|332.385|815.275|736|-|2.982|Не определено|15.585|-|43.437|0.86|0.989|0.988|Сильный|9249
8.206|12.34656|50993.578|323.3196259380715|9301.152|438.082|438.082|912.375|736|-|3.595|Не определено|18.496|-|59.643|1.181|0.989|0.988|Сильный|9250
9.3|13.88988|72767.307|372.8437972490162|9744.479|644.747|644.747|1060.273|736|-|4.531|1.394603|22.712|-|88.138|1.745|0.989|0.988|Сильный|9251
1.138|-|1181.365|142.1564392564074|6635.106|7.875|7.875|469.509|736|-|1.133|Не определено|6.08|-|6.816|0.098|0.989|0.989|Слабый|9252
2.088|3.08664|6504.985|145.3176145042046|6784.508|30.292|30.292|589.5|736|-|1.324|Не определено|7.135|-|2.045|0.241|0.989|0.989|Слабый|9253
3.144|-|8375.88|145.21896849488186|7059.603|60.321|60.321|577.041|736|-|1.392|1.394603|7.49|-|11.96|0.237|0.989|0.989|Ниже среднего|9254
4.161|6.17328|14719.106|162.04879449942777|7732.146|113.751|113.751|631.294|736|-|1.663|Не определено|8.917|-|16.803|0.333|0.989|0.989|Ниже среднего|9255
5.14|7.7166|21626.308|201.51505221014952|8470.306|175.229|175.229|697.363|736|-|2.087|1.394603|11.096|-|24.659|0.488|0.989|0.989|Выше среднего|9256
6.175|-|29762.178|241.56386591860195|8800.252|245.963|245.963|764.499|736|-|2.511|Не определено|13.233|-|33.724|0.668|0.989|0.989|Выше среднего|9257
7.148|10.80324|39001.557|280.4446354784497|9120.53|332.403|332.403|814.27|736|-|2.981|1.394603|15.568|-|43.357|0.858|0.989|0.989|Сильный|9258
8.206|-|50993.582|323.3192070590511|9301.573|437.994|437.994|911.331|736|-|3.594|Не определено|18.476|-|59.545|1.179|0.989|0.989|Сильный|9259
9.3|13.88988|72767.976|372.8443208477918|9745.359|644.783|644.783|1059.408|736|-|4.53|Не определено|22.685|-|88.033|1.743|0.989|0.989|Сильный|9260
1.138|1.54332|1276.399|143.2848993375769|6644.652|8.481|8.481|469.412|736|-|1.138|Не определено|6.097|-|2.544|0.095|0.989|0.99|Слабый|9261
2.088|3.08664|6690.426|145.0295304578704|6785.243|29.783|29.783|594.549|736|-|1.328|Не определено|7.156|-|3.779|0.249|0.989|0.99|Слабый|9262
3.144|4.6299600000000005|8375.956|145.21896849488186|7062.121|60.318|60.318|576.257|736|-|1.391|Не определено|7.482|-|11.926|0.236|0.989|0.99|Ниже среднего|9263
4.161|6.17328|14719.237|162.04879449942777|7734.106|113.751|113.751|630.438|736|-|1.662|1.394603|8.908|-|16.761|0.332|0.989|0.99|Ниже среднего|9264
5.14|7.7166|21626.832|201.5149474903944|8471.209|175.219|175.219|696.42|736|-|2.087|1.394603|11.085|-|24.604|0.487|0.989|0.99|Выше среднего|9265
6.175|-|29762.205|241.5632376000713|8801.262|245.942|245.942|763.42|736|-|2.511|Не определено|13.22|-|33.652|0.666|0.989|0.99|Выше среднего|9266
7.148|10.80324|39000.994|280.4450543574702|9121.032|332.29|332.29|813.268|736|-|2.981|1.394603|15.551|-|43.277|0.857|0.989|0.99|Сильный|9267
8.206|12.34656|50993.467|323.31941649856134|9301.993|438.015|438.015|910.291|736|726.99|3.593|Не определено|18.455|1.042|59.448|1.177|0.989|0.99|Сильный|9268
9.3|13.88988|72769.727|372.8434830897508|9746.246|645.101|645.101|1058.551|736|-|4.528|Не определено|22.658|-|87.93|1.741|0.989|0.99|Сильный|9269
1.138|1.54332|1688.725|145.20755404157384|6659.591|9.551|9.551|479.089|736|-|1.156|Не определено|6.189|-|1.248|0.105|0.989|0.991|Слабый|9270
2.088|3.08664|6707.553|144.97423842716722|6787.391|29.681|29.681|594.293|736|-|1.329|Не определено|7.151|-|4.233|0.249|0.989|0.991|Слабый|9271
3.144|4.6299600000000005|8376.087|145.21907321463698|7064.643|60.323|60.323|575.475|736|-|1.391|Не определено|7.475|-|11.893|0.235|0.989|0.991|Ниже среднего|9272
4.161|6.17328|14719.308|162.04889921918286|7736.062|113.754|113.754|629.584|736|602.809|1.662|Не определено|8.899|1.023|16.719|0.331|0.989|0.991|Ниже среднего|9273
5.14|-|21626.805|201.51526164965975|8472.097|175.221|175.221|695.477|736|633.124|2.086|Не определено|11.074|1.027|24.549|0.486|0.989|0.991|Выше среднего|9274
6.175|9.25992|29762.231|241.5625045617854|8802.282|245.937|245.937|762.346|736|-|2.51|Не определено|13.206|-|33.581|0.665|0.989|0.991|Выше среднего|9275
7.148|10.80324|39000.419|280.4453685167356|9121.533|332.294|332.294|812.268|736|-|2.98|Не определено|15.534|-|43.197|0.855|0.989|0.991|Сильный|9276
8.206|12.34656|50993.481|323.3189976195408|9302.413|438.024|438.024|909.254|736|-|3.592|Не определено|18.435|-|59.351|1.175|0.989|0.991|Сильный|9277
9.3|13.88988|72770.447|372.843692529261|9747.117|645.106|645.106|1057.691|736|-|4.527|Не определено|22.631|-|87.825|1.739|0.989|0.991|Сильный|9278
1.138|1.54332|2123.521|146.43214685794314|6670.101|10.242|10.242|490.457|736|-|1.174|Не определено|6.284|-|0.373|0.118|0.989|0.992|Слабый|9279
2.088|3.08664|6869.604|144.54237415705376|6787.308|28.913|28.913|599.035|736|-|1.332|Не определено|7.166|-|6.604|0.257|0.989|0.992|Слабый|9280
3.144|4.6299600000000005|8376.176|145.21907321463698|7067.163|60.324|60.324|574.695|736|-|1.391|Не определено|7.468|-|11.86|0.235|0.989|0.992|Ниже среднего|9281
4.161|6.17328|14719.397|162.04900393893797|7738.022|113.747|113.747|628.733|736|-|1.662|Не определено|8.891|-|16.678|0.33|0.989|0.992|Ниже среднего|9282
5.14|7.7166|21627.246|201.5153663694149|8472.998|175.253|175.253|694.539|736|-|2.086|Не определено|11.063|-|24.494|0.485|0.989|0.992|Выше среднего|9283
6.175|-|29762.342|241.56239984203032|8803.308|246.004|246.004|761.276|736|-|2.51|1.394603|13.193|-|33.51|0.663|0.989|0.992|Выше среднего|9284
7.148|10.80324|38999.932|280.4454732364906|9122.034|332.321|332.321|811.272|736|-|2.98|Не определено|15.518|-|43.117|0.854|0.989|0.992|Сильный|9285
8.206|12.34656|50993.453|323.3187881800306|9302.831|437.998|437.998|908.221|736|-|3.591|1.394603|18.414|-|59.255|1.173|0.989|0.992|Сильный|9286
